incidentid,callnum,received,description,latitude,longitude,county,address,fk_stationid
105225,140504315,"2014-05-29 16:33:02","MVA-INJURY ACCID",45.4620344604193,-122.851742798838,W,"SW 170TH AV/SW RIGERT RD",78
106755,140600711,"2014-06-05 15:53:28","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"SW 175TH AV/SW SCHOLLS FERRY RD",78
106756,140600710,"2014-06-05 15:52:21","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"SW 175TH AV/SW SCHOLLS FERRY RD",78
107119,140600928,"2014-06-06 20:57:42","MVA-INJURY ACCID",45.4593720855224,-122.856865106433,W,"SW 175TH AV/SW CONSTANCE ST",78
108865,140602079,"2014-06-14 08:15:16","MVA-UNK INJURY",45.4309119680219,-122.877758608277,W,"SW TILE FLAT RD/SW KOBBE DR",78
109689,140602605,"2014-06-17 17:42:17","MVA-INJURY ACCID",45.4409503986367,-122.885502335276,W,"10985 SW GRABHORN RD",78
109900,140602762,"2014-06-18 15:55:39","MVA-INJURY ACCID",45.427537742654,-122.882215827512,W,"19800-BLK SW TILE FLAT RD",78
109924,140602775,"2014-06-18 17:19:10","MVA-INJURY ACCID",45.4672068496925,-122.867484840058,W,"SW 185TH AV/SW BANY RD",78
110051,140602864,"2014-06-19 07:08:18","MVA-INJURY ACCID",45.4263749313853,-122.853475265882,W,"SW SCHOLLS FE RD/SW ROY ROGER RD",78
110188,140602956,"2014-06-19 17:45:51","MVA-UNK INJURY",45.4475498223297,-122.885093159571,W,"SW GRABHORN RD/SW STONECREEK DR",78
111397,140603720,"2014-06-24 19:09:28","MVA-UNK INJURY",45.4481187509069,-122.855692998134,W,"9940 SW 175TH AV",78
111511,140603782,"2014-06-25 10:24:45","MVA-INJURY ACCID",45.4669451994235,-122.851782227926,W,"SW BANY RD/SW 170TH AV",78
111518,140603780,"2014-06-25 10:15:43","MVA-INJURY ACCID",45.4669451994235,-122.851782227926,W,"SW BANY RD/SW 170TH AV",78
112290,140604245,"2014-06-28 12:48:25","MVA-INJURY ACCID",45.4225425199768,-122.878971221494,W,"19650 SW SCHOLLS FERRY RD",78
171837,140702012,"2014-07-13 05:06:42","MVA-INJURY ACCID",45.4620281778542,-122.867530374038,W,"SW 185TH AV/SW RIGERT RD",78
171952,140702080,"2014-07-13 14:51:34","MVA-UNK INJURY",45.4384322847428,-122.853845698978,W,"SW 175TH AV/SW HIGH HILL LN",78
173111,140702797,"2014-07-17 18:10:15","MVA-UNK INJURY",45.4324335453006,-122.88614664176,W,"SW TILE FLAT RD/SW GRABHORN RD",78
177934,140800766,"2014-08-05 15:03:36","MVA-INJURY ACCID",45.4578551251619,-122.856845095121,W,"SW RAVINE DR/SW 175TH AV",78
180073,140802143,"2014-08-14 00:47:40","MVA-INJURY ACCID",45.4196774454466,-122.886386881014,W,"20299 SW SCHOLLS FERRY RD",78
180553,140802499,"2014-08-16 05:45:18","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"SW 175TH AV/SW ROY ROGERS RD",78
181904,140803429,"2014-08-21 16:26:35","MVA-UNK INJURY",45.4148444573348,-122.851763203695,W,"SW ROY ROGERS RD/SW BULL MOUN RD",78
182971,140804075,"2014-08-25 19:16:17","MVA-INJURY ACCID",45.4620281778542,-122.867530374038,W,"SW 185TH AV/SW RIGERT RD",78
183594,140804471,"2014-08-28 00:19:34","MVA-INJURY ACCID",45.4475498223297,-122.885093159571,W,"SW GRABHORN RD/SW STONECREEK DR",78
185170,140900366,"2014-09-03 14:44:24","MVA-INJURY ACCID",45.4632038440381,-122.868000470112,W,"7885 SW 185TH AV",78
187576,140901929,"2014-09-12 14:52:38","MVA-INJURY ACCID",45.3811814558853,-122.856329602959,W,"SW SCHOLLS SH RD/SW ROY ROGER RD",78
189180,140902915,"2014-09-18 02:54:35","MVA-UNK INJURY",45.4619586218577,-122.856243214862,W,"SW 175TH AV/SW RIGERT RD",78
189211,140902935,"2014-09-18 08:15:30","MVA-INJURY ACCID",45.4187317138568,-122.888451186992,W,"20506 SW SCHOLLS FERRY",78
189701,140903256,"2014-09-19 23:07:12","MVA-INJURY ACCID",45.4263749313853,-122.853475265882,W,"SW ROY ROGERS RD/SW 175TH AV",78
190800,140903914,"2014-09-24 07:46:53","MVA-UNK INJURY",45.4593720855224,-122.856865106433,W,"SW 175TH AV/SW CONSTANCE ST",78
193659,141000747,"2014-10-06 07:32:04","MVA-INJURY ACCID",45.3811814558853,-122.856329602959,W,"SW ROY ROGERS RD/SW SCHOLLS S RD",78
194796,141001414,"2014-10-10 16:33:02","MVA-INJURY ACCID",45.4302752228346,-122.87538206942,W,"19293 SW TILE FLAT RD",78
194941,141001512,"2014-10-11 08:49:52","MVA-UNK INJURY",45.4476783795744,-122.88814698291,W,"9999 SW GRABHORN RD",78
196367,141002382,"2014-10-17 09:43:05","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"SW 175TH AV/SW SCHOLLS FERRY RD",78
196467,141002446,"2014-10-17 17:03:58","MVA-UNK INJURY",45.4247147941172,-122.87172857282,W,"SW SCHOLLS FE RD/SW TILE FLAT RD",78
198613,141003755,"2014-10-25 20:23:14","MVA-INJURY ACCID",45.4196774454466,-122.886386881014,W,"20299 SW SCHOLLS FERRY RD",78
198720,141003804,"2014-10-26 08:24:52","MVA-UNK INJURY",45.4209608974887,-122.886421247491,W,"20335 SW SCHOLLS FERRY RD",78
199302,141004160,"2014-10-28 16:45:10","MVA-INJURY ACCID",45.4680456999244,-122.85391405322,W,"7283 SW 171ST DR",78
199411,141004230,"2014-10-29 07:34:31","MVA-INJURY ACCID",45.4196774454466,-122.886386881014,W,"20299 SW SCHOLLS FERRY RD",78
200428,141100298,"2014-11-03 07:13:15","MVA-UNK INJURY",45.44801379479,-122.889038184398,W,"9915 SW GRABHORN RD",78
200921,141100588,"2014-11-05 08:26:00","MVA-UNK INJURY",45.4481187509069,-122.855692998134,W,"9940 SW 175TH AV",78
206160,141100881,"2014-11-07 00:12:09","MVA-UNK INJURY",45.4324335453006,-122.88614664176,W,"SW GRABHORN RD/SW TILE FLAT RD",78
212079,141101538,"2014-11-11 13:26:29","MVA-INJURY ACCID",45.4095429679366,-122.849097620746,W,"15252 SW ROY ROGERS RD",78
212341,141101685,"2014-11-12 08:31:52","MVA-UNK INJURY",45.4247147941172,-122.87172857282,W,"SW SCHOLLS FE RD/SW TILE FLAT RD",78
212347,141101686,"2014-11-12 08:32:33","MVA-UNK INJURY",45.4196774454466,-122.886386881014,W,"20299 SW SCHOLLS FERRY RD",78
212710,141101903,"2014-11-13 14:02:03","MVA-INJURY ACCID",45.4409503986367,-122.885502335276,W,"10985 SW GRABHORN RD",78
212835,141101978,"2014-11-14 01:47:58","MVA-INJURY ACCID",45.4586559542718,-122.867927971381,W,"SW 185TH AV/SW GASSNER RD",78
212877,141102015,"2014-11-14 08:48:30","MVA-UNK INJURY",45.4586559542718,-122.867927971381,W,"SW 185TH AV/SW GASSNER RD",78
214816,141103312,"2014-11-22 03:48:26","MVA-UNK INJURY",45.4619586218577,-122.856243214862,W,"SW 175TH AV/SW RIGERT RD",78
215500,141103729,"2014-11-25 08:43:33","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"SW ROY ROGERS RD/SW SCHOLLS F RD",78
216290,141104261,"2014-11-28 20:11:53","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"SW ROY ROGERS RD/SW SCHOLLS F RD",78
217650,141200773,"2014-12-06 03:06:44","MVA-UNK INJURY",45.4196774454466,-122.886386881014,W,"20299 SW SCHOLLS FERRY RD",78
217687,141200817,"2014-12-06 12:07:46","MVA-INJURY ACCID",45.4221118504384,-122.881080689925,W,"19858 SW SCHOLLS FERRY",78
217854,141201049,"2014-12-08 07:05:54","MVA-INJURY ACCID",45.4530514511601,-122.864139003417,W,"SW 182ND AV/SW KEMMER RD",78
218118,141201318,"2014-12-10 01:05:04","MVA-INJURY ACCID",45.4196774454466,-122.886386881014,W,"20299 SW SCHOLLS FERRY RD",78
218120,141201319,"2014-12-10 01:08:41","MVA-INJURY ACCID",45.465448515135,-122.847286661208,W,"16554 SW HART RD",78
219208,141202092,"2014-12-14 05:54:51","MVA-INJURY ACCID",45.4257528978422,-122.867434812585,W,"18500 SCHOLLS FERRY/13000 VANDERMOST",78
219251,141202116,"2014-12-14 10:52:52","MVA-INJURY ACCID",45.4148444573348,-122.851763203695,W,"16998 BULL MOUNTAIN/14500 ROY ROGERS",78
220563,141202862,"2014-12-19 15:22:12","MVA-UNK INJURY",45.4512485717056,-122.856809000893,W,"9498 175TH/17498 KEMMER",78
222865,141204248,"2014-12-29 10:02:30","MVA-INJURY ACCID",45.4619586218577,-122.856243214862,W,"17498 RIGERT/8000 175TH",78
224473,150100480,"2015-01-04 03:24:01","MVA-INJURY ACCID",45.4499506375341,-122.888133282174,W,"9498 GRABHORN/20448 LEONARDO",78
227250,150102217,"2015-01-14 15:08:23","MVA-INJURY ACCID",45.4647473182169,-122.851114173877,W,"COOPER MOUNTAIN ELEMENTARY",78
227626,150102450,"2015-01-16 00:01:37","MVA-UNK INJURY",45.4196774454466,-122.886386881014,W,"SW GROVE LN & SW TEUFEL HILL AV",78
228091,150102720,"2015-01-17 18:28:49","MVA-INJURY ACCID",45.4583994322781,-122.872642824226,W,"8500 190TH/18998 GASSNER",78
229967,150103427,"2015-01-22 14:11:16","MVA-UNK INJURY",45.4324335453006,-122.88614664176,W,"12098 GRABHORN/20298 TILE FLAT",78
230402,150103683,"2015-01-24 07:53:16","MVA-INJURY ACCID",45.458706681723,-122.875564293355,W,"SW 191ST AV & SW WINSLOW DR",78
230616,150103790,"2015-01-25 00:05:38","MVA-UNK INJURY",45.4620344604193,-122.851742798838,W,"7998 170TH/16998 RIGERT",78
231277,150104169,"2015-01-27 17:32:48","MVA-UNK INJURY",45.4619586218577,-122.856243214862,W,"17498 RIGERT/8000 175TH",78
231810,150104483,"2015-01-29 18:58:05","MVA-UNK INJURY",45.4586559542718,-122.867927971381,W,"8498 185TH/18500 GASSNER",78
232361,150200011,"2015-02-01 04:33:29","MVA-INJURY ACCID",45.4263749313853,-122.853475265882,W,"17198 SCHOLLS FERRY/12900 ROY ROGERS",78
233396,150200605,"2015-02-05 06:51:05","MVA-UNK INJURY",45.4620348348817,-122.852795593944,W,"8000 CHARLOTTE/17198 RIGERT",78
234499,150201261,"2015-02-09 05:41:13","MVA-UNK INJURY",45.4270979436442,-122.866212649495,W,"SW 175TH AV & SW VANDERMOST RD",78
235150,150201630,"2015-02-11 14:41:24","MVA-UNK INJURY",45.4499506375341,-122.888133282174,W,"9500 GRABHORN/20448 LEONARDO",78
239127,150203971,"2015-02-26 23:31:48","MVA-UNK INJURY",45.4627389418486,-122.86725973866,W,"SW DAISY DR & SW RIGERT RD",78
239596,150204249,"2015-02-28 21:33:51","MVA-UNK INJURY",45.4224826373879,-122.880402633127,W,"19798 SCHOLLS FERRY/19800 MILITARY",78
240921,150300777,"2015-03-05 20:38:28","MVA-UNK INJURY",45.4669488393194,-122.853880321162,W,"17200 BANY/7300 172ND",78
240925,150300778,"2015-03-05 20:38:55","MVA-INJURY ACCID",45.4668479538127,-122.848490916123,W,"16700 BANY/7348 167TH",78
243523,150302330,"2015-03-15 16:27:06","MVA-INJURY ACCID",45.3699599688194,-122.843154910665,W,"20698 PACIFIC/16100 TUALATIN SHERWOOD",78
244324,150302771,"2015-03-18 11:13:28","MVA-UNK INJURY",45.4384322847428,-122.853845698978,W,"11298 175TH/17198 HIGH HILL",78
245006,150303181,"2015-03-20 21:06:58","MVA-INJURY ACCID",45.4601761611278,-122.856859457371,W,"8298 175TH/17500 SHADYPEAK",78
245296,150303347,"2015-03-22 08:20:48","MVA-UNK INJURY",45.4632038440381,-122.868000470112,W,"SW DAISY DR & SW RIGERT RD",78
246688,150304176,"2015-03-27 22:03:35","MVA-INJURY ACCID",45.4375876309338,-122.856496119461,W,"SW RIDER LN & SW COOPER MOUNTAIN LN",78
247173,150304453,"2015-03-30 02:08:01","MVA-UNK INJURY",45.4258556286351,-122.858585742938,W,"SW 175TH AV & SW VANDERMOST RD",78
248341,150400417,"2015-04-03 16:30:03","MVA-INJURY ACCID",45.4620281778542,-122.867530374038,W,"7998 185TH/18500 RIGERT",78
249653,150401194,"2015-04-09 07:20:17","MVA-UNK INJURY",45.4530481866763,-122.867491652128,W,"18450 KEMMER/9298 MAYBERRY",78
251731,150402453,"2015-04-17 09:24:00","MVA-INJURY ACCID",45.4691995550236,-122.851836522936,W,"6998 170TH/16998 CANBY",78
251930,150402577,"2015-04-17 21:19:34","MVA-INJURY ACCID",45.418727527905,-122.888388670949,W,"20500 SCHOLLS FERRY/13798 TEUFEL HILL",78
253322,150403436,"2015-04-23 01:40:36","MVA-UNK INJURY",45.4530072280505,-122.872663374998,W,"9250 190TH/18998 KEMMER",78
254261,150404009,"2015-04-26 21:00:59","MVA-UNK INJURY",45.4196774454466,-122.886386881014,W,"SW GROVE LN & SW TEUFEL HILL AV",78
254289,150404024,"2015-04-27 01:15:59","MVA-UNK INJURY",45.4196774454466,-122.886386881014,W,"SW GROVE LN & SW TEUFEL HILL AV",78
254880,150404401,"2015-04-29 07:42:13","MVA-UNK INJURY",45.466469747409,-122.847664195258,W,"7398 166TH/16600 BANY",78
255590,150500104,"2015-05-01 17:06:18","MVA-INJURY ACCID",45.4200112540101,-122.850959896315,W,"SW FRIENDLY LN & SW BULL MOUNTAIN RD",78
257072,150500969,"2015-05-07 06:34:54","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"12900 ROY ROGERS/17200 SCHOLLS FERRY",78
258036,150501553,"2015-05-10 13:09:55","MVA-INJURY ACCID",45.4263749313853,-122.853475265882,W,"12900 ROY ROGERS/17200 SCHOLLS FERRY",78
258450,150501801,"2015-05-11 21:43:36","MVA-UNK INJURY",45.44801379479,-122.889038184398,W,"SW LEONARDO LN & SW STONECREEK DR",78
258670,150501935,"2015-05-12 17:40:11","MVA-INJURY ACCID",45.4324335453006,-122.88614664176,W,"20300 TILE FLAT/12098 GRABHORN",78
261396,150503563,"2015-05-22 11:52:19","MVA-INJURY ACCID",45.4120905808361,-122.85438807825,W,"SW BULL MOUNTAIN RD & SW LASICH LN",78
263381,150504863,"2015-05-30 07:22:11","MVA-UNK INJURY",45.4324335453006,-122.88614664176,W,"20300 TILE FLAT/12098 GRABHORN",78
263384,150504862,"2015-05-30 07:22:03","MVA-INJURY ACCID",45.4324335453006,-122.88614664176,W,"20300 TILE FLAT/12098 GRABHORN",78
268334,150602042,"2015-06-11 17:39:46","MVA-INJURY ACCID",45.4499506375341,-122.888133282174,W,"9500 GRABHORN/20448 LEONARDO",78
268859,150602375,"2015-06-13 11:56:03","MVA-UNK INJURY",45.4247147941172,-122.87172857282,W,"18900 TILE FLAT/18998 SCHOLLS FERRY",78
268954,150602430,"2015-06-13 16:34:26","MVA-UNK INJURY",45.4485189665677,-122.887574158034,W,"SW LEONARDO LN & SW STONECREEK DR",78
271507,150603958,"2015-06-22 13:21:30","MVA-INJURY ACCID",45.4409503986367,-122.885502335276,W,"SW STONECREEK DR & SW TILE FLAT RD",78
271608,150604021,"2015-06-22 18:15:35","MVA-INJURY ACCID",45.441958230905,-122.856517451767,W,"SW SKYLINE WOODS LN & SW SILER RIDGE LN",78
274109,150605550,"2015-06-30 23:16:38","MVA-INJURY ACCID",45.4610874950424,-122.849481120631,W,"16752 RIGERT/8198 RIGERT",78
275170,150700596,"2015-07-04 11:15:03","MVA-UNK INJURY",45.4324335453006,-122.88614664176,W,"12098 GRABHORN/20300 TILE FLAT",78
278785,150702637,"2015-07-15 17:06:22","MVA-INJURY ACCID",45.4512485717056,-122.856809000893,W,"9500 175TH/17500 KEMMER",78
279572,150703148,"2015-07-18 13:05:26","MVA-INJURY ACCID",45.4620281778542,-122.867530374038,W,"7998 185TH/18500 RIGERT",78
279612,150703175,"2015-07-18 15:39:57","MVA-UNK INJURY",45.4148444573348,-122.851763203695,W,"14500 ROY ROGERS/17000 BULL MOUNTAIN",78
280823,150703921,"2015-07-22 12:59:31","MVA-INJURY ACCID",45.4263749313853,-122.853475265882,W,"17200 SCHOLLS FERRY/12900 ROY ROGERS",78
284662,150800520,"2015-08-03 16:56:21","MVA-INJURY ACCID",45.4257528978422,-122.867434812585,W,"18498 SCHOLLS FERRY/13000 VANDERMOST",78
287899,150802438,"2015-08-14 16:06:47","MVA-INJURY ACCID",45.4308820310422,-122.882375405414,W,"SW KOBBE DR & SW GRABHORN RD",78
290507,150804208,"2015-08-24 01:25:15","MVA-INJURY ACCID",45.448261434875,-122.851679823598,W,"9938 170TH/16998 LEDGESTONE",78
291014,150804556,"2015-08-25 23:22:24","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"17200 SCHOLLS FERRY/12900 ROY ROGERS",78
291061,150804626,"2015-08-26 11:39:51","MVA-UNK INJURY",45.4462905349338,-122.85866946733,W,"WINKLEMAN DOG PARK",78
291065,150804627,"2015-08-26 11:39:54","MVA-INJURY ACCID",45.4462905349338,-122.85866946733,W,"SW KEMMER RD & SW REUSSER CT",78
291943,150805152,"2015-08-29 11:23:22","MVA-INJURY ACCID",45.4564112762983,-122.851120272339,W,"8698 168TH/16800 BLACKBERRY",78
292662,150900088,"2015-09-01 14:22:19","MVA-INJURY ACCID",45.4059154989386,-122.857120268989,W,"BAGGENSTOS FARMS",78
296642,150902406,"2015-09-15 21:04:02","MVA-UNK INJURY",45.4324335453006,-122.88614664176,W,"12098 GRABHORN/20300 TILE FLAT",78
298977,150903933,"2015-09-25 09:15:40","MVA-INJURY ACCID",45.4385781591565,-122.854759873482,W,"SW OUTLOOK LN & SW HIGH HILL LN",78
299821,150904464,"2015-09-28 16:57:47","MVA-INJURY ACCID",45.4672068496925,-122.867484840058,W,"7298 185TH/18498 BANY",78
303243,151001646,"2015-10-10 22:16:36","MVA-UNK INJURY",45.4620281778542,-122.867530374038,W,"7998 185TH/18500 RIGERT",78
305254,151002830,"2015-10-18 10:42:32","MVA-UNK INJURY",45.4477114172909,-122.851606395383,W,"17000 WEIR/9998 170TH",78
305621,151003035,"2015-10-19 20:49:28","MVA-UNK INJURY",45.4367110422877,-122.879291169746,W,"SW STONECREEK DR & SW TILE FLAT RD",78
307132,151003957,"2015-10-25 11:45:57","MVA-INJURY ACCID",45.4499506375341,-122.888133282174,W,"9500 GRABHORN/20448 LEONARDO",78
307141,151003961,"2015-10-25 12:08:57","MVA-INJURY ACCID",45.4479489194752,-122.857549312084,W,"SW KEMMER RD & SW REUSSER CT",78
309317,151100105,"2015-11-01 17:29:29","MVA-INJURY ACCID",45.4196774454466,-122.886386881014,W,"SW GROVE LN & SW TEUFEL HILL AV",78
309356,151100124,"2015-11-01 20:20:28","MVA-INJURY ACCID",45.4196774454466,-122.886386881014,W,"SW GROVE LN & SW TEUFEL HILL AV",78
311048,151101088,"2015-11-07 21:38:37","MVA-UNK INJURY",45.4196774454466,-122.886386881014,W,"SW GROVE LN & SW TEUFEL HILL AV",78
311303,151101230,"2015-11-08 23:49:58","MVA-INJURY ACCID",45.4620281778542,-122.867530374038,W,"7998 185TH/18500 RIGERT",78
311658,151101436,"2015-11-10 09:23:13","MVA-INJURY ACCID",45.4233331656036,-122.87789377016,W,"19498 SCHOLLS FERRY/13300 PLEASANT VALLEY",78
311896,151101578,"2015-11-11 02:30:51","MVA-INJURY ACCID",45.44801379479,-122.889038184398,W,"SW LEONARDO LN & SW STONECREEK DR",78
311970,151101627,"2015-11-11 10:53:27","MVA-UNK INJURY",45.4582011074568,-122.883009670184,W,"20008 GASSNER/8450 200TH",78
314339,151102951,"2015-11-19 07:11:07","MVA-UNK INJURY",45.4619586218577,-122.856243214862,W,"8000 175TH/17500 RIGERT",78
315109,151103408,"2015-11-21 21:36:11","MVA-UNK INJURY",45.4411177546695,-122.856825620327,W,"17498 SILER RIDGE/10898 175TH",78
315368,151103532,"2015-11-22 18:52:31","MVA-INJURY ACCID",45.4148444573348,-122.851763203695,W,"14500 ROY ROGERS/17000 BULL MOUNTAIN",78
316188,151104049,"2015-11-25 17:05:19","MVA-INJURY ACCID",45.4369320973113,-122.856617056636,W,"11498 175TH/17500 COOPER MOUNTAIN",78
317063,151104607,"2015-11-28 23:39:38","MVA-INJURY ACCID",45.4619586218577,-122.856243214862,W,"8000 175TH/17500 RIGERT",78
318388,151200481,"2015-12-03 17:44:21","MVA-UNK INJURY",45.4619586218577,-122.856243214862,W,"17500 RIGERT/8000 175TH",78
319913,151201262,"2015-12-08 00:55:06","MVA-UNK INJURY",45.4619586218577,-122.856243214862,W,"8000 175TH/17500 RIGERT",78
322105,151202496,"2015-12-15 02:49:34","MVA-UNK INJURY",45.4668479538127,-122.848490916123,W,"16700 BANY/7348 167TH",78
322276,151202610,"2015-12-15 17:05:31","MVA-UNK INJURY",45.4669451994235,-122.851782227926,W,"7298 170TH/16998 BANY",78
322587,151202781,"2015-12-16 17:41:59","MVA-UNK INJURY",45.4247147941172,-122.87172857282,W,"18998 SCHOLLS FERRY/18900 TILE FLAT",78
322883,151202949,"2015-12-17 16:45:32","MVA-INJURY ACCID",45.4678022457726,-122.867486245658,W,"7198 185TH/18500 VIKING",78
326220,151204914,"2015-12-28 21:43:01","MVA-INJURY ACCID",45.4390939310156,-122.856367562753,W,"SW OUTLOOK LN & SW HIGH HILL LN",78
326582,151205120,"2015-12-30 08:48:05","MVA-INJURY ACCID",45.418727527905,-122.888388670949,W,"20500 SCHOLLS FERRY/13798 TEUFEL HILL",78
327385,160100160,"2016-01-01 21:04:30","MVA-INJURY ACCID",45.4263749313853,-122.853475265882,W,"12900 ROY ROGERS/17200 SCHOLLS FERRY",78
327807,160100399,"2016-01-03 10:05:02","MVA-INJURY ACCID",45.4619586218577,-122.856243214862,W,"17500 RIGERT/8000 175TH",78
328701,160100880,"2016-01-05 18:39:30","MVA-INJURY ACCID",45.3898174325281,-122.950645194245,W,"11 MP & SW JAQUITH RD",78
329331,160101233,"2016-01-07 23:44:48","MVA-UNK INJURY",45.4620365632068,-122.867522924918,W,"7998 185TH/18500 RIGERT",78
333320,160103596,"2016-01-23 08:31:43","MVA-INJURY ACCID",45.4218353723268,-122.851389868327,W,"SW FRIENDLY LN & SW BULL MOUNTAIN RD",78
337209,160200951,"2016-02-07 06:28:04","MVA-INJURY ACCID",45.4219337562336,-122.886349068058,W,"SW GROVE LN & SW TEUFEL HILL AV",78
341893,160203701,"2016-02-24 11:20:40","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"12998 175TH/17200 SCHOLLS FERRY",78
342011,160203773,"2016-02-24 18:27:00","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"12900 ROY ROGERS/17200 SCHOLLS FERRY",78
343975,160300334,"2016-03-02 17:33:39","MVA-INJURY ACCID",45.4619586218577,-122.856243214862,W,"8000 175TH/17500 RIGERT",78
344117,160300418,"2016-03-03 08:13:02","MVA-INJURY ACCID",45.4263749313853,-122.853475265882,W,"12900 ROY ROGERS/17200 SCHOLLS FERRY",78
347144,160302146,"2016-03-14 06:20:34","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"17200 SCHOLLS FERRY/12900 ROY ROGERS",78
347380,160302285,"2016-03-14 21:18:26","MVA-UNK INJURY",45.44801379479,-122.889038184398,W,"SW LEONARDO LN & SW STONECREEK DR",78
348329,160302852,"2016-03-18 07:36:53","MVA-INJURY ACCID",45.4477114172909,-122.851606395383,W,"17000 WEIR/9998 170TH",78
350141,160303937,"2016-03-24 22:45:21","MVA-UNK INJURY",45.4384322847428,-122.853845698978,W,"11298 175TH/17198 HIGH HILL",78
355725,160402165,"2016-04-13 06:34:34","MVA-INJURY ACCID",45.4308820310422,-122.882375405414,W,"SW KOBBE DR & SW GRABHORN RD",78
357951,160403540,"2016-04-20 15:59:40","MVA-INJURY ACCID",45.4247147941172,-122.87172857282,W,"18998 SCHOLLS FERRY/18900 TILE FLAT",78
358387,160403794,"2016-04-22 06:32:53","MVA-INJURY ACCID",45.4499506375341,-122.888133282174,W,"9500 GRABHORN/20448 LEONARDO",78
358901,160404094,"2016-04-24 01:04:14","MVA-INJURY ACCID",45.4384322847428,-122.853845698978,W,"11298 175TH/17198 HIGH HILL",78
360106,160404843,"2016-04-28 16:30:26","MVA-INJURY ACCID",45.4423031520171,-122.856824085281,W,"10698 175TH/17500 SKYLINE WOODS",78
363281,160501537,"2016-05-09 08:22:59","MVA-INJURY ACCID",45.4263749313853,-122.853475265882,W,"17200 SCHOLLS FERRY/12998 175TH",78
364895,160502472,"2016-05-14 13:47:05","MVA-INJURY ACCID",45.4384322847428,-122.853845698978,W,"11298 175TH/17198 HIGH HILL",78
364900,160502471,"2016-05-14 13:46:45","MVA-INJURY ACCID",45.4386903384614,-122.855310181354,W,"SW OUTLOOK LN & SW HIGH HILL LN",78
366742,160503544,"2016-05-20 19:41:10","MVA-UNK INJURY",45.4263749313853,-122.853475265882,W,"12998 175TH/17200 SCHOLLS FERRY",78
373108,160602375,"2016-06-14 14:29:31","MVA-INJURY ACCID",45.4462270016627,-122.85615255242,W,"SW KEMMER RD & SW REUSSER CT",78
376171,160604235,"2016-06-25 13:43:03","MVA-INJURY ACCID",45.4512485717056,-122.856809000893,W,"9500 175TH/17500 KEMMER",78
383438,160703331,"2016-07-19 07:34:27","MVA-INJURY ACCID",45.4530514511601,-122.864139003417,W,"9298 182ND/18200 KEMMER",78
384020,160703677,"2016-07-21 08:37:31","MVA-INJURY ACCID",45.4620365632068,-122.867522924918,W,"7998 185TH/18500 RIGERT",78
384249,160703814,"2016-07-21 21:57:02","MVA-INJURY ACCID",45.4031546423725,-122.851798072826,W,"16100 ROY ROGERS/17000 LASICH",78
384340,160703873,"2016-07-22 08:42:54","MVA-INJURY ACCID",45.4196774454466,-122.886386881014,W,"SW GROVE LN & SW TEUFEL HILL AV",78
384481,160703952,"2016-07-22 16:30:01","MVA-UNK INJURY",45.4620332148747,-122.862625388132,W,"18100 RIGERT/8000 181ST",78
388177,160800368,"2016-08-02 17:20:34","MVA-INJURY ACCID",45.4233331656036,-122.87789377016,W,"19498 SCHOLLS FERRY/13300 PLEASANT VALLEY",78
389284,160801055,"2016-08-06 00:18:22","MVA-UNK INJURY",45.4619586218577,-122.856243214862,W,"8000 175TH/17500 RIGERT",78
392013,160802764,"2016-08-14 16:06:29","MVA-UNK INJURY",45.4247147941172,-122.87172857282,W,"18998 SCHOLLS FERRY/18900 TILE FLAT",78
393212,160803490,"2016-08-18 09:15:25","MVA-INJURY ACCID",45.4619586218577,-122.856243214862,W,"8000 175TH/17500 RIGERT",78
394073,160803993,"2016-08-20 14:45:16","MVA-INJURY ACCID",45.4004612205205,-122.851877600276,W,"16300 BEEF BEND/16298 ROY ROGERS",78
394439,160804199,"2016-08-21 17:38:39","MVA-UNK INJURY",45.4512485717056,-122.856809000893,W,"9500 175TH/17500 KEMMER",78
396847,160805689,"2016-08-28 22:02:54","MVA-UNK INJURY",45.4475498223297,-122.885093159571,W,"9998 STONECREEK/10148 GRABHORN",78
397428,160806058,"2016-08-30 13:51:47","MVA-INJURY ACCID",45.4384322847428,-122.853845698978,W,"11298 175TH/17198 HIGH HILL",78
397625,160806197,"2016-08-31 09:40:12","MVA-UNK INJURY",45.4384322847428,-122.853845698978,W,"11298 175TH/17198 HIGH HILL",78
397762,160806268,"2016-08-31 16:21:11","MVA-INJURY ACCID",45.397298405548,-122.850360346173,W,"SW BEEF BEND RD & SW ELSNER RD",78
398357,160900316,"2016-09-02 16:05:37","MVA-INJURY ACCID",45.4233331656036,-122.87789377016,W,"19498 SCHOLLS FERRY/13300 PLEASANT VALLEY",78
